Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/24/2023 05:27AM,230307662,SELF,TRAFFIC STOP / ENFORCEMENT,ONTARIO ST/SCOTT AVE,NA,CIT
3/24/2023 03:34AM,230307650,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/UNIVERSITY BLVD,NA,WAR
3/24/2023 03:18AM,230307647,SELF,OPEN DOOR,2228 LINCOLN WAY,NA,NOR
3/24/2023 03:15AM,230307646,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,2228 LINCOLN WAY,NA,NOR
3/24/2023 03:09AM,230307644,PHONE,DISTURBANCE & NOISE PARTY,5348-202 MORTENSEN RD,NA,NAT
3/24/2023 02:38AM,230307641,PHONE,GENERAL ALARM BANK / RESIDENTI,535 S DUFF AVE,NA,BIL
3/24/2023 01:49AM,230307630,PHONE,ANIMAL CALL,3726 TRIPP ST,NA,INFO
3/24/2023 01:43AM,230307629,SELF,LAW DEPARTMENT ASSIST,LITTLE BLUESTEM CT/MORTENSEN PKWY,NA,CBC
3/24/2023 01:08AM,230307621,SELF,TRAFFIC STOP / ENFORCEMENT,WELCH AVE/STORM ST,NA,NOR
3/24/2023 12:51AM,230307617,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,534 S DUFF AVE,NA,UTL
3/24/2023 12:03AM,230307603,PHONE,GENERAL ASSAULT,1111 DUFF AVE,23001049,RPT
3/23/2023 11:49PM,230307599,PHONE,HARASSMENT,111-3 SHELDON AVE,NA,NOR
3/23/2023 11:46PM,230307597,W911,MEDICAL ASSIST/AMBULANCE CALL,2418-124 KENT AVE,NA,NRSP
3/23/2023 11:34PM,230307592,PHONE,ANIMAL CALL,148 MM US HIGHWAY 30 E,NA,ASC
3/23/2023 10:56PM,230307588,TEXT,POSSESSION UNDERAGE,109 WELCH AVE,23001048,RPT
3/23/2023 10:37PM,230307585,PHONE,MOTOR VEH CRASH/PROP DAMAGE,24TH ST/STANGE RD,23001047,RPT
3/23/2023 10:25PM,230307580,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,119 STANTON AVE,NA,NOR
3/23/2023 10:25PM,230307580,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,119 STANTON AVE,NA,NOR
3/23/2023 09:07PM,230307559,PHONE,DISORDERLY CONDUCT,703 BURNETT AVE,NA,ASC
3/23/2023 08:32PM,230307552,PHONE,DISTURBANCE & NOISE PARTY,615 LYNN AVE,NA,ASC
3/23/2023 08:27PM,230307551,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3500-BLK TRIPP ST,NA,NOR
3/23/2023 08:22PM,230307550,SELF,TRAFFIC STOP / ENFORCEMENT,2600-BLK HUNT ST,NA,CIT
3/23/2023 08:00PM,230307548,PHONE,DISORDERLY CONDUCT,615 LYNN AVE,NA,NAT
3/23/2023 07:59PM,230307547,PHONE,MOTOR VEH CRASH/PROP DAMAGE,LINCOLN WAY/GRAND AVE,23001045,RPT
3/23/2023 07:52PM,230307546,PHONE,GENERAL ASSAULT,4316 ONTARIO ST,23001046,ASC
