Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
2/25/2023 04:20AM,230208221,PHONE,GENERAL ALARM BANK / RESIDENTI,534 S DUFF AVE,NA,BIL
2/25/2023 04:09AM,230208220,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
2/25/2023 04:08AM,230208219,PHONE,PRIVATE TOW,4912 MORTENSEN RD,NA,PTOW
2/25/2023 03:58AM,230208216,W911,MEDICAL ASSIST/AMBULANCE CALL,1325-211 COCONINO RD,NA,ASC
2/25/2023 03:38AM,230208212,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/KELLOGG AVE,NA,WAR
2/25/2023 03:22AM,230208208,SELF,RECKLESS DRIVER,600-BLK S 17TH ST,NA,INFO
2/25/2023 03:01AM,230208204,E911,MEDICAL ASSIST/AMBULANCE CALL,3440-604 GRAND AVE,NA,NRSP
2/25/2023 02:42AM,230208201,PHONE,LAW DEPARTMENT ASSIST,13TH ST/HYLAND AVE,NA,NOR
2/25/2023 02:41AM,230208200,E911,911 HANG UP / INCOMPLETE CALL,413 NORTHWESTERN AVE,NA,NOR
2/25/2023 02:41AM,230208199,SELF,CIVIL MATTER,407-116 S 5TH ST,NA,NOR
2/25/2023 01:51AM,230208182,SELF,TESTING OR INSTALLING,2400 S DUFF AVE,NA,TEST
2/25/2023 01:49AM,230208181,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
2/25/2023 01:47AM,230208180,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
2/25/2023 01:46AM,230208178,W911,DISTURBANCE & NOISE PARTY,224-305 HAYWARD AVE,NA,NOR
2/25/2023 01:32AM,230208173,PHONE,DISTURBANCE & NOISE PARTY,5456-104 MORTENSEN RD,NA,NOR
2/25/2023 01:32AM,230208172,SELF,RECKLESS DRIVER,203 WELCH AVE,23000717,ARR
2/25/2023 12:58AM,230208164,PHONE,GENERAL ALARM BANK / RESIDENTI,223 LINCOLN WAY,NA,BIL
2/25/2023 12:50AM,230208160,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,111 5TH ST,23000716,RPT
2/25/2023 12:45AM,230208158,PHONE,DISTURBANCE & NOISE PARTY,3222 LINCOLN WAY,NA,UTL
2/25/2023 12:43AM,230208157,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/UNIVERSITY BLVD,NA,CIT
2/25/2023 12:24AM,230208149,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/WILMOTH AVE,NA,NOR
2/25/2023 12:14AM,230208148,PHONE,DISTURBANCE & NOISE PARTY,230-21 RAPHAEL AVE,NA,CBC
2/25/2023 12:13AM,230208147,SELF,LAW DEPARTMENT ASSIST,111 DUFF AVE,NA,NOR
2/25/2023 12:10AM,230208146,W911,DISORDERLY CONDUCT,2800-BLK LINCOLN WAY,NA,UTL
2/24/2023 11:20PM,230208135,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2116 DUFF AVE,NA,UTL
2/24/2023 10:59PM,230208131,PHONE,CIVIL MATTER,209-7 S 5TH ST,NA,NOR
2/24/2023 10:57PM,230208130,SELF,TRAFFIC STOP / ENFORCEMENT,7TH ST/DUFF AVE,NA,WAR
2/24/2023 10:51PM,230208127,SELF,TRAFFIC STOP / ENFORCEMENT,500 LINCOLN WAY,NA,WAR
2/24/2023 10:43PM,230208125,PHONE,OPERATING WHILE INTOXICATED,534 S DUFF AVE,NA,UTL
2/24/2023 10:23PM,230208118,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4709 STEINBECK ST,NA,ASC
2/24/2023 10:13PM,230208112,PHONE,DISTURBANCE & NOISE PARTY,2706-101 KENT AVE,NA,NOR
2/24/2023 10:07PM,230208109,PHONE,DISTURBANCE & NOISE PARTY,3800-BLK COLUMBINE AVE,NA,UTL
2/24/2023 09:48PM,230208106,PHONE,THEFT / FRAUD / FORGERY,534 S DUFF AVE,23000715,ARR
2/24/2023 09:29PM,230208101,SELF,TRAFFIC STOP / ENFORCEMENT,S 3RD ST/S DUFF AVE,NA,WAR
2/24/2023 09:11PM,230208099,PHONE,MOTOR VEH CRASH/PROP DAMAGE,300-BLK HICKORY DR,23000714,RPT
2/24/2023 08:42PM,230208089,PHONE,911 HANG UP / INCOMPLETE CALL,311 S 17TH ST,NA,ASC
2/24/2023 07:45PM,230208076,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4255-19 EISENHOWER LN,NA,NRSP
2/24/2023 07:35PM,230208071,PHONE,OUTREACH,1235 20TH ST,NA,INFO
2/24/2023 07:23PM,230208066,PHONE,CIVIL MATTER,4800-313 MORTENSEN RD,NA,NOR
2/24/2023 07:22PM,230208065,PHONE,CIVIL MATTER,515 CLARK AVE,NA,ASC
2/24/2023 07:08PM,230208061,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1940 BEL AIR DR,NA,DUP
2/24/2023 07:07PM,230208060,PHONE,911 HANG UP / INCOMPLETE CALL,4255-19 EISENHOWER LN,NA,NOR
2/24/2023 07:06PM,230208057,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1940 BEL AIR DR,NA,NOR
2/24/2023 06:55PM,230208053,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3021 BURNHAM DR,NA,NRSP
2/24/2023 06:35PM,230208047,SELF,TRAFFIC STOP / ENFORCEMENT,1800-BLK E 13TH ST,NA,WAR
2/24/2023 06:31PM,230208044,PHONE,PUBLIC ASSIST / LIFT ASSIST,100-BLK WELCH AVE,NA,DUP
2/24/2023 06:13PM,230208038,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3709-114 TRIPP ST,NA,NRSP
2/24/2023 06:10PM,230208036,PHONE,MOTOR VEH CRASH/PROP DAMAGE,3900-BLK MORTENSEN RD,23000713,RPT
2/24/2023 05:45PM,230208032,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2611-115 LUTHER DR,NA,NRSP
2/24/2023 05:19PM,230208015,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,WAR
2/24/2023 04:32PM,230207999,PHONE,DISORDERLY CONDUCT,714-204F SANDCASTLE DR,NA,NOR
2/24/2023 04:31PM,230207996,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1924-14 24TH ST,NA,NRSP
2/24/2023 04:10PM,230207990,PHONE,SCAM,1326 MAXWELL AVE,NA,NOR
2/24/2023 03:46PM,230207980,SELF,TRAFFIC STOP / ENFORCEMENT,500-BLK S DUFF AVE,NA,WAR
2/24/2023 03:14PM,230207966,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1313 CARROLL AVE,NA,GIE
2/24/2023 03:00PM,230207961,PHONE,MOTOR VEH CRASH/PROP DAMAGE,LINCOLN WAY/ASH AVE,23000711,RPT
2/24/2023 02:54PM,230207960,PHONE,MOTOR VEH CRASH/PROP DAMAGE,S DAYTON AVE/SE 16TH ST,23000712,RPT
2/24/2023 02:51PM,230207958,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,500-BLK 6TH ST,NA,INFO
2/24/2023 02:09PM,230207947,PHONE,GENERAL ASSAULT,4801 IDAHO CIR,23000710,ARR
2/24/2023 01:53PM,230207939,PHONE,MOTORIST ASSISTANCE,2917 WEST ST,NA,DUP
2/24/2023 01:48PM,230207934,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3000 REGENCY CT,NA,ACC
2/24/2023 01:07PM,230207922,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2811 WESTON DR,NA,NOR
2/24/2023 12:55PM,230207918,E911,MEDICAL ASSIST/AMBULANCE CALL,2860 GREENSBORO CIR,NA,ASC
2/24/2023 12:54PM,230207912,PHONE,MEDICAL ASSIST/AMBULANCE CALL,420 S WALNUT AVE,NA,DUP
2/24/2023 12:38PM,230207904,PHONE,MEDICAL ASSIST/AMBULANCE CALL,515 CLARK AVE,NA,NRSP
2/24/2023 12:31PM,230207900,PHONE,PRIVATE TOW,2700 LINCOLN WAY,NA,PTOW
2/24/2023 12:25PM,230207898,PHONE,PARKING ENFORCEMENT/COMPLAINT,CHAMBERLAIN ST/WELCH AVE,NA,NOR
2/24/2023 12:08PM,230207888,PHONE,CIVIL MATTER,2519 CHAMBERLAIN ST,NA,NOR
2/24/2023 11:47AM,230207879,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2913 ARROWWOOD CIR,NA,DUP
2/24/2023 11:46AM,230207877,PHONE,HIT & RUN PROPERTY DAMAGE,616 BILLY SUNDAY RD,23000709,RPT
2/24/2023 11:43AM,230207875,PHONE,CIVIL MATTER,425 ASPEN RIDGE RD,NA,NOR
2/24/2023 10:52AM,230207858,PHONE,DISORDERLY CONDUCT,4529 TWAIN CIR,NA,ASC
2/24/2023 10:50AM,230207857,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/GRAND AVE,NA,CIT
2/24/2023 10:50AM,230207856,PHONE,TRAFFIC STOP / ENFORCEMENT,DUFF AVE/20TH ST,NA,NOR
2/24/2023 10:30AM,230207844,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2417 HAMILTON DR,NA,DUP
2/24/2023 10:29AM,230207840,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/LINCOLN WAY,NA,CIT
2/24/2023 10:22AM,230207836,SELF,OUTREACH,1404 BOSTON AVE,NA,ASC
2/24/2023 10:16AM,230207835,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/WILMOTH AVE,NA,CIT
2/24/2023 09:58AM,230207833,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/S RIVERSIDE DR,NA,CIT
2/24/2023 09:48AM,230207829,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,CIT
2/24/2023 09:44AM,230207828,WALK,HARASSMENT,1412 DOUGLAS AVE,23000708,RPT
2/24/2023 09:37AM,230207827,SELF,TRAFFIC STOP / ENFORCEMENT,GRAY AVE/LINCOLN WAY,NA,CIT
2/24/2023 08:09AM,230207813,SELF,TRAFFIC STOP / ENFORCEMENT,ONTARIO ST/GARFIELD AVE,NA,CIT
2/24/2023 06:39AM,230207801,PHONE,TRESPASS,2700 LINCOLN WAY,23000707,RPT
2/24/2023 06:29AM,230207800,W911,GENERAL ALARM BANK / RESIDENTI,424 MAIN ST,NA,BIL
2/24/2023 03:59AM,230207791,PHONE,FIRE OTHER,636 LINCOLN WAY,23000706,ARR
2/24/2023 03:13AM,230207786,W911,MEDICAL ASSIST/AMBULANCE CALL,1512 MARSTON AVE,NA,NRSP
2/24/2023 01:51AM,230207780,SELF,CITIZEN CONTACT,S OAK AVE/LINCOLN WAY,NA,NOR
2/24/2023 01:38AM,230207775,SELF,PUBLIC INTOXICATION,GABLE LN/ASH AVE,NA,NOR
2/24/2023 01:18AM,230207772,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,428 LINCOLN WAY,NA,NOR
2/24/2023 01:01AM,230207767,SELF,LAW DEPARTMENT ASSIST,1117 WHEELER ST,23000705,ARR
2/24/2023 12:34AM,230207761,SELF,LAW DEPARTMENT ASSIST,1018-4 LINCOLN WAY,23000704,RPT
2/23/2023 11:59PM,230207750,SELF,TRAFFIC STOP / ENFORCEMENT,3505-105 LINCOLN WAY,NA,CIT
2/23/2023 11:33PM,230207744,PHONE,DISORDERLY CONDUCT,3914-202 MARICOPA DR,NA,NOR
2/23/2023 10:56PM,230207738,PHONE,GENERAL ALARM BANK / RESIDENTI,703-110 S DUFF AVE,NA,BIL
2/23/2023 10:16PM,230207730,PHONE,DISORDERLY CONDUCT,1300-BLK COCONINO RD,23000703,RPT
2/23/2023 10:16PM,230207730,PHONE,DISORDERLY CONDUCT,1300-BLK COCONINO RD,23000703,RPT
2/23/2023 09:33PM,230207725,PHONE,THEFT / FRAUD / FORGERY,1007 JARRETT CIR,23000702,RPT
2/23/2023 09:22PM,230207723,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1006 ROOSEVELT AVE,NA,NOR
2/23/2023 09:20PM,230207722,PHONE,MOTORIST ASSISTANCE,S GRAND AVE/S 16TH ST,NA,INFO
2/23/2023 08:51PM,230207717,SELF,TRAFFIC STOP / ENFORCEMENT,200-BLK S WALNUT AVE,NA,WAR
2/23/2023 08:49PM,230207714,PHONE,MEDICAL ASSIST/AMBULANCE CALL,225 S KELLOGG AVE,NA,NRSP
2/23/2023 08:23PM,230207710,PHONE,POSSESSION UNDERAGE,203 WELCH AVE,23000701,RPT
2/23/2023 08:03PM,230207703,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1400-114 COCONINO RD,NA,NRSP
2/23/2023 07:49PM,230207694,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2200-801 HAMILTON DR,NA,NRSP
2/23/2023 07:46PM,230207691,PHONE,ANIMAL CALL,615 CARROLL AVE,NA,NOR
2/23/2023 07:43PM,230207689,PHONE,POSSESSION UNDERAGE,428 LINCOLN WAY,23000700,RPT
