Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/4/2023 03:40AM,230301103,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/S DAYTON AVE,NA,WAR
3/4/2023 03:25AM,230301098,E911,MEDICAL ASSIST/AMBULANCE CALL,2418-103 KENT AVE,NA,NRSP
3/4/2023 03:05AM,230301091,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
3/4/2023 02:32AM,230301084,PHONE,SCAM,515 CLARK AVE,23000801,RPT
3/4/2023 02:14AM,230301079,SELF,LAW DEPARTMENT ASSIST,MORTENSEN RD/STATE AVE,NA,NAT
3/4/2023 01:56AM,230301069,SELF,TRAFFIC STOP / ENFORCEMENT,HAYWARD AVE/LITTLE ST,NA,CIT
3/4/2023 01:35AM,230301063,PHONE,DISORDERLY CONDUCT,2311-604 CHAMBERLAIN ST,23000800,RPT
3/4/2023 01:21AM,230301058,PHONE,PARKING ENFORCEMENT/COMPLAINT,2320 CHAMBERLAIN ST,NA,CIT
3/4/2023 01:15AM,230301055,SELF,TRESPASS,5205 GRAND AVE,NA,WAR
3/4/2023 01:12AM,230301054,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
3/4/2023 01:11AM,230301053,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
3/4/2023 01:08AM,230301049,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
3/4/2023 12:53AM,230301045,SELF,OPEN DOOR,315 S 16TH ST,NA,ASC
3/4/2023 12:47AM,230301042,SELF,FIGHT IN PROGRESS,126-101 WELCH AVE,NA,NOR
3/4/2023 12:37AM,230301035,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/LYNN AVE,NA,WAR
3/4/2023 12:11AM,230301027,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1725 BURNETT AVE,NA,UTL
3/4/2023 12:11AM,230301026,PHONE,DISORDERLY CONDUCT,2522 CHAMBERLAIN ST,23000799,ARR
3/3/2023 11:43PM,230301019,PHONE,DISTURBANCE & NOISE PARTY,100-BLK S WILMOTH AVE,NA,UTL
3/3/2023 11:25PM,230301015,PHONE,DISTURBANCE & NOISE PARTY,422-11 STONEHAVEN DR,NA,WAR
3/3/2023 11:21PM,230301012,PHONE,DISTURBANCE & NOISE PARTY,4412-4 CASTLEWOOD PL,NA,UTL
3/3/2023 11:08PM,230301009,PHONE,CITIZEN CONTACT,1111 DUFF AVE,NA,ASC
3/3/2023 11:08PM,230301008,PHONE,DISTURBANCE & NOISE PARTY,4712-203 MORTENSEN RD,NA,WAR
3/3/2023 10:54PM,230301006,W911,DISTURBANCE & NOISE PARTY,1405-103 COCONINO RD,23000798,RPT
3/3/2023 10:51PM,230301005,PHONE,DISORDERLY CONDUCT,209-7 S 5TH ST,NA,NOR
3/3/2023 10:28PM,230300998,SELF,TRAFFIC STOP / ENFORCEMENT,300-BLK UNIVERSITY BLVD,NA,WAR
3/3/2023 10:20PM,230300995,PHONE,MEDICAL ASSIST/AMBULANCE CALL,405 KELLOGG AVE,NA,NRSP
3/3/2023 09:59PM,230300991,PHONE,MEDICAL ASSIST/AMBULANCE CALL,232-1 WELCH AVE,NA,NRSP
3/3/2023 09:57PM,230300989,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3203 WEST ST,NA,INFO
3/3/2023 09:05PM,230300973,PHONE,GENERAL ALARM BANK / RESIDENTI,2497 N LOOP DR,NA,DUP
3/3/2023 08:59PM,230300968,PHONE,ANIMAL CALL,4404-10 LINCOLN SWING,NA,NOR
3/3/2023 08:52PM,230300964,PHONE,TRAFFIC STOP / ENFORCEMENT,E LINCOLN WAY/S DAYTON AVE,NA,WAR
3/3/2023 08:41PM,230300962,PHONE,CIVIL MATTER,4709-2 STEINBECK ST,NA,NOR
3/3/2023 08:36PM,230300960,PHONE,MOTORIST ASSISTANCE,GRAND AVE/LINCOLN WAY,NA,INFO
3/3/2023 08:10PM,230300956,PHONE,GENERAL ALARM BANK / RESIDENTI,2801-1115 GRAND AVE,NA,BIL
3/3/2023 08:07PM,230300953,SELF,TRAFFIC STOP / ENFORCEMENT,144 MM US HIGHWAY 30 W,NA,WAR
3/3/2023 07:55PM,230300949,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/STATE AVE,NA,WAR
3/3/2023 07:44PM,230300945,PHONE,MEDICAL ASSIST/AMBULANCE CALL,105 CHESTNUT ST,NA,NRSP
3/3/2023 07:31PM,230300943,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/CAMPUS AVE,NA,WAR
3/3/2023 07:29PM,230300942,PHONE,HARASSMENT,129-1 S OAK AVE,NA,NOR
3/3/2023 06:54PM,230300923,PHONE,TRESPASS,320 S DUFF AVE,23000796,RPT
3/3/2023 06:43PM,230300920,SELF,TRAFFIC STOP / ENFORCEMENT,S DUFF AVE/S 3RD ST,NA,WAR
3/3/2023 06:35PM,230300918,PHONE,HARASSMENT,705 POE AVE,NA,NOR
3/3/2023 06:22PM,230300915,PHONE,ANIMAL CALL,3612 STANGE RD,NA,INFO
3/3/2023 06:07PM,230300912,SELF,TRAFFIC STOP / ENFORCEMENT,SOUTH DAKOTA AVE/STEINBECK ST,NA,WAR
3/3/2023 06:07PM,230300911,SELF,TRAFFIC STOP / ENFORCEMENT,E LINCOLN WAY/DUFF AVE,NA,WAR
3/3/2023 06:05PM,230300910,PHONE,THEFT / FRAUD / FORGERY,1802 FERNDALE AVE,23000795,RPT
3/3/2023 06:00PM,230300908,SELF,TRAFFIC STOP / ENFORCEMENT,NORTH DAKOTA AVE/WESTBEND DR,NA,WAR
3/3/2023 05:51PM,230300907,PHONE,GENERAL ALARM BANK / RESIDENTI,100 S 16TH ST,NA,NBA
3/3/2023 05:51PM,230300907,PHONE,GENERAL ALARM BANK / RESIDENTI,100 S 16TH ST,NA,NBA
3/3/2023 05:38PM,230300906,PHONE,MOTORIST ASSISTANCE,LINCOLN WAY/GRAND AVE,NA,UTL
3/3/2023 05:36PM,230300905,PHONE,MOTOR VEH CRASH/PROP DAMAGE,GRAND AVE/10TH ST,23000794,RPT
3/3/2023 05:30PM,230300902,PHONE,THEFT / FRAUD / FORGERY,3105 GRAND AVE,23000793,RPT
3/3/2023 04:37PM,230300891,SELF,MOTORIST ASSISTANCE,S DUFF AVE/US HIGHWAY 30,NA,ASC
3/3/2023 03:52PM,230300877,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1325-7 COCONINO RD,NA,ASC
3/3/2023 03:47PM,230300875,PHONE,MOTORIST ASSISTANCE,150 MM US HIGHWAY 30 E,NA,INFO
3/3/2023 03:43PM,230300873,PHONE,RECKLESS DRIVER,146 MM US HIGHWAY 30 E,NA,UTL
3/3/2023 03:28PM,230300872,PHONE,HARASSMENT,3305 EISENHOWER AVE,23000792,RPT
3/3/2023 03:24PM,230300868,SELF,TRAFFIC STOP / ENFORCEMENT,5TH ST/CLARK AVE,NA,CIT
3/3/2023 03:24PM,230300867,PHONE,PRIVATE TOW,3105 GRAND AVE,NA,PTOW
3/3/2023 02:51PM,230300859,PHONE,OPERATING WHILE INTOXICATED,2722 E 13TH ST,23000791,RPT
3/3/2023 02:13PM,230300852,PHONE,REPOSSESSION,4700 MORTENSEN RD,NA,REPO
3/3/2023 01:19PM,230300842,PHONE,BURGLARY TO MOTOR VEHICLE,4018 QUEBEC ST,23000790,RPT
3/3/2023 01:13PM,230300840,PHONE,DISORDERLY CONDUCT,428-5 S 4TH ST,NA,NOR
3/3/2023 12:52PM,230300836,PHONE,VANDALISM / CRIMINAL MISCHIEF,2400 BROADMOOR AVE,23000789,RPT
3/3/2023 11:51AM,230300824,PHONE,HARASSMENT,113 COLORADO AVE,NA,NOR
