Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
4/6/2023 05:48AM,230401611,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/UNIVERSITY BLVD,NA,WAR
4/6/2023 05:29AM,230401608,SELF,TRAFFIC STOP / ENFORCEMENT,200-BLK S 16TH ST,NA,WAR
4/6/2023 05:10AM,230401605,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/S DUFF AVE,NA,CIT
4/6/2023 05:07AM,230401604,SELF,GENERAL ALARM BANK / RESIDENTI,1517 NORTHWESTERN AVE,NA,NBA
4/6/2023 04:44AM,230401603,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1322 CURTISS AVE,NA,NAT
4/6/2023 01:49AM,230401597,W911,LAW DEPARTMENT ASSIST,3421 COY ST,23001238,RPT
4/6/2023 01:25AM,230401595,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,900 DAYTON AVE,NA,NOR
4/6/2023 01:01AM,230401591,PHONE,GENERAL ALARM BANK / RESIDENTI,1517 NORTHWESTERN AVE,NA,BIL
4/6/2023 12:13AM,230401584,W911,DISORDERLY CONDUCT,3309 EMERALD DR,NA,NOR
4/5/2023 11:39PM,230401578,W911,MEDICAL ASSIST/AMBULANCE CALL,340 WILDER BLVD,NA,ASC
4/5/2023 11:39PM,230401576,PHONE,DISTURBANCE & NOISE PARTY,4212-27 WESTBROOK DR,NA,NOR
4/5/2023 11:34PM,230401575,PHONE,RECKLESS DRIVER,US HIGHWAY 30/S DAYTON AVE,NA,UTL
4/5/2023 11:16PM,230401571,PHONE,ANIMAL CALL,1402 ILLINOIS AVE,NA,UTL
4/5/2023 09:30PM,230401544,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1109 E LINCOLN WAY,NA,UTL
4/5/2023 09:24PM,230401540,W911,JUVENILE TROUBLE,204-3 JEWEL DR,NA,INFO
4/5/2023 09:17PM,230401536,PHONE,MEDICAL ASSIST/AMBULANCE CALL,919-420 S 16TH ST,NA,NRSP
4/5/2023 09:15PM,230401533,W911,DISORDERLY CONDUCT,325 S DUFF AVE,23001237,RPT
4/5/2023 08:34PM,230401522,PHONE,DOMESTIC DISPUTE,4603 HUTCHISON ST,23001236,RPT
4/5/2023 08:18PM,230401516,PHONE,MEDICAL ASSIST/AMBULANCE CALL,315 CRANE AVE,NA,NRSP
4/5/2023 08:09PM,230401512,PHONE,BURGLARY / ATTEMPTED BURGLARY,3421 COY ST,NA,ASC
4/5/2023 07:41PM,230401502,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3821-204 TIVERTON CT,NA,NRSP
4/5/2023 07:16PM,230401494,PHONE,PRIVATE TOW,211 S SHELDON AVE,NA,PTOW
4/5/2023 06:54PM,230401488,PHONE,PRIVATE TOW,122 HAYWARD AVE,NA,PTOW
4/5/2023 06:24PM,230401481,PHONE,PRIVATE TOW,304 LYNN AVE,NA,PTOW
4/5/2023 05:44PM,230401472,PHONE,DISORDERLY CONDUCT,13TH ST/CURTISS AVE,NA,UTL
4/5/2023 05:42PM,230401471,PHONE,MOTOR VEH CRASH/PROP DAMAGE,S 16TH ST/GOLDEN ASPEN DR,23001235,RPT
4/5/2023 05:38PM,230401469,SELF,CRIME FREE HOUSING CHECK,129 S OAK AVE,NA,ASC
