Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
4/8/2023 05:45AM,230402323,SELF,TRAFFIC STOP / ENFORCEMENT,147 MM US HIGHWAY 30 E,NA,CIT
4/8/2023 04:54AM,230402317,PHONE,FIRE OTHER,418 S 2ND ST,NA,NOR
4/8/2023 04:29AM,230402315,PHONE,PUBLIC INTOXICATION,2210 LINCOLN WAY,NA,UTL
4/8/2023 04:28AM,230402314,PHONE,CITIZEN CONTACT,515 CLARK AVE,NA,ASC
4/8/2023 03:36AM,230402313,PHONE,GENERAL ALARM BANK / RESIDENTI,535 S DUFF AVE,NA,BIL
4/8/2023 03:24AM,230402310,PHONE,PRIVATE TOW,2019 E LINCOLN WAY,NA,PTOW
4/8/2023 02:45AM,230402305,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,5205 GRAND AVE,NA,NOR
4/8/2023 02:44AM,230402304,SELF,CITIZEN CONTACT,DUFF AVE/MAIN ST,NA,ASC
4/8/2023 02:05AM,230402293,SELF,PUBLIC INTOXICATION,CHAMBERLAIN ST/WELCH AVE,NA,NOR
4/8/2023 02:04AM,230402292,PHONE,CITIZEN CONTACT,515 CLARK AVE,NA,ASC
4/8/2023 01:43AM,230402286,W911,SUSPICIOUS PERSON/VEH/ACTIVITY,233 SHELDON AVE,NA,NAT
4/8/2023 01:39AM,230402284,PHONE,PRIVATE TOW,1407 S GRAND AVE,NA,PTOW
4/8/2023 01:35AM,230402282,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
4/8/2023 01:35AM,230402281,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,AVIATION WAY/S RIVERSIDE DR,NA,NOR
4/8/2023 01:32AM,230402280,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
4/8/2023 01:16AM,230402274,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,5312 MORTENSEN RD,NA,ASC
4/8/2023 01:05AM,230402268,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2644-6 HUNT ST,NA,NOR
4/8/2023 12:35AM,230402261,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
4/8/2023 12:35AM,230402261,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
4/8/2023 12:35AM,230402261,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
4/8/2023 12:35AM,230402261,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
4/7/2023 11:36PM,230402238,PHONE,DISTURBANCE & NOISE PARTY,1525-103 S GRAND AVE,NA,NOR
4/7/2023 11:34PM,230402236,SELF,TRAFFIC STOP / ENFORCEMENT,BEACH AVE/LINCOLN WAY,NA,WAR
4/7/2023 11:18PM,230402234,PHONE,PRIVATE TOW,129 WELCH AVE,NA,PTOW
4/7/2023 09:11PM,230402207,PHONE,BURNING COMPLAINT,1422 BURNETT AVE,NA,NRSP
4/7/2023 09:07PM,230402205,PHONE,THEFT / FRAUD / FORGERY,2500 UNIVERSITY BLVD,23001272,RPT
4/7/2023 08:37PM,230402196,PHONE,DISTURBANCE & NOISE PARTY,3905-8 TRIPP ST,NA,ASC
4/7/2023 08:24PM,230402192,PHONE,ANIMAL CALL,24TH ST/STANGE RD,NA,ASC
4/7/2023 06:57PM,230402174,PHONE,LAW DEPARTMENT ASSIST,1400 S DAYTON PL,NA,UTL
4/7/2023 06:28PM,230402165,PHONE,MOTOR VEH CRASH/PROP DAMAGE,500-BLK LINCOLN WAY,NA,NOR
