Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/19/2023 05:33AM,230305940,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,24TH ST/HAYES AVE,NA,UTL
3/19/2023 05:33AM,230305940,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,24TH ST/HAYES AVE,NA,UTL
3/19/2023 03:28AM,230305921,W911,MEDICAL ASSIST/AMBULANCE CALL,1907 NORTHCREST CIR,NA,NRSP
3/19/2023 03:20AM,230305917,PHONE,DISORDERLY CONDUCT,207 S 5TH ST,NA,ASC
3/19/2023 03:15AM,230305916,SELF,FIGHT IN PROGRESS,3218 ORION DR,23000982,ARR
3/19/2023 02:41AM,230305911,W911,MEDICAL ASSIST/AMBULANCE CALL,2525-211 BOBCAT DR,NA,NRSP
3/19/2023 02:36AM,230305908,E911,MEDICAL ASSIST/AMBULANCE CALL,2427 YORKSHIRE CIR,NA,NRSP
3/19/2023 02:11AM,230305898,PHONE,PRIVATE TOW,5324 MORTENSEN RD,NA,PTOW
3/19/2023 01:41AM,230305892,W911,MEDICAL ASSIST/AMBULANCE CALL,2701-1 FERNDALE AVE,NA,NRSP
3/19/2023 01:33AM,230305886,PHONE,PRIVATE TOW,5308 MORTENSEN RD,NA,PTOW
3/19/2023 01:32AM,230305884,W911,SUBJECT WITH WEAPON,1825 COPPER BEECH AVE,NA,NOR
3/19/2023 01:29AM,230305880,SELF,TRAFFIC STOP / ENFORCEMENT,1467 S DAYTON AVE,NA,WAR
3/19/2023 01:21AM,230305879,W911,CIVIL MATTER,419 OPAL CIR,NA,NOR
3/19/2023 12:59AM,230305874,PHONE,LAW DEPARTMENT ASSIST,1116 WILSON AVE,NA,ASC
3/19/2023 12:54AM,230305871,W911,MEDICAL ASSIST/AMBULANCE CALL,2419 RIDGETOP CIR,NA,NRSP
3/19/2023 12:53AM,230305869,PHONE,PRIVATE TOW,5324 MORTENSEN RD,NA,PTOW
3/19/2023 12:31AM,230305860,PHONE,DOMESTIC DISPUTE,1400-136 S DAYTON PL,23000980,RPT
3/18/2023 11:54PM,230305845,PHONE,PRIVATE TOW,5300 MORTENSEN RD,NA,PTOW
3/18/2023 11:42PM,230305838,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1006 ASH AVE,NA,NOR
3/18/2023 11:31PM,230305837,PHONE,DISTURBANCE & NOISE PARTY,205 S 5TH ST,NA,NAT
3/18/2023 11:13PM,230305834,PHONE,PRIVATE TOW,5356 MORTENSEN RD,NA,PTOW
3/18/2023 10:42PM,230305829,PHONE,RECKLESS DRIVER,148 MM US HIGHWAY 30 W,NA,NOR
3/18/2023 09:34PM,230305816,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,CIT
3/18/2023 09:11PM,230305812,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1417 DOUGLAS AVE,NA,NRSP
3/18/2023 09:10PM,230305811,SELF,TRAFFIC STOP / ENFORCEMENT,W 190TH ST/HYDE AVE,NA,WAR
3/18/2023 09:02PM,230305808,SELF,TRAFFIC STOP / ENFORCEMENT,NORTH DAKOTA AVE/ROSS RD,NA,WAR
3/18/2023 08:36PM,230305803,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3715-101 GRAYHAWK AVE,NA,NRSP
3/18/2023 08:12PM,230305794,PHONE,MEDICAL ASSIST/AMBULANCE CALL,421-306 STONEHAVEN DR,NA,NRSP
3/18/2023 08:07PM,230305790,PHONE,RECKLESS DRIVER,S DUFF AVE/CRYSTAL ST,NA,ASC
3/18/2023 08:05PM,230305787,PHONE,MISSING PERSON / RUNAWAY,703 BURNETT AVE,23000979,RPT
3/18/2023 07:56PM,230305786,PHONE,MOTORIST ASSISTANCE,S 5TH ST/S DUFF AVE,NA,ASC
3/18/2023 07:47PM,230305784,PHONE,LAW DEPARTMENT ASSIST,7TH ST/DUFF AVE,23000978,RPT
3/18/2023 07:40PM,230305780,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4112-306 LINCOLN SWING,NA,NRSP
3/18/2023 07:14PM,230305773,PHONE,JUVENILE TROUBLE,619 BURNETT AVE,NA,CBC
3/18/2023 06:49PM,230305766,PHONE,DISTURBANCE & NOISE PARTY,1017 CLARK AVE,NA,CBC
3/18/2023 06:34PM,230305763,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,7TH ST/WILSON AVE,NA,ASC
3/18/2023 05:37PM,230305751,PHONE,PARKING ENFORCEMENT/COMPLAINT,100-BLK S RIVERSIDE DR,NA,ASC
