Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/15/2023 04:58AM,230304734,SELF,TRAFFIC STOP / ENFORCEMENT,110 MM INTERSTATE 35 S,NA,CIT
3/15/2023 04:18AM,230304730,E911,MEDICAL ASSIST/AMBULANCE CALL,2901-126 WESSEX DR,NA,NRSP
3/15/2023 04:04AM,230304727,W911,MEDICAL ASSIST/AMBULANCE CALL,1325-207 COCONINO RD,NA,NRSP
3/15/2023 12:44AM,230304695,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,2609 UNIVERSITY BLVD,NA,INFO
3/14/2023 10:38PM,230304679,PHONE,ANIMAL CALL,COTTONWOOD RD/UNIVERSITY BLVD,NA,INFO
3/14/2023 10:35PM,230304678,PHONE,DISORDERLY CONDUCT,3414-140 ORION DR,NA,UTL
3/14/2023 10:28PM,230304674,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4919 SCHUBERT ST,NA,INFO
3/14/2023 10:08PM,230304669,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK S DUFF AVE,NA,CIT
3/14/2023 10:05PM,230304664,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2525-317 BOBCAT DR,NA,NRSP
3/14/2023 09:27PM,230304657,SELF,TRAFFIC STOP / ENFORCEMENT,E 6TH ST/CARROLL AVE,NA,WAR
3/14/2023 09:03PM,230304646,PHONE,MISSING PERSON / RUNAWAY,703 BURNETT AVE,NA,NOR
3/14/2023 08:56PM,230304644,SELF,DISORDERLY CONDUCT,2000-BLK ASHMORE DR,23000939,ARR
3/14/2023 08:44PM,230304642,SELF,TRAFFIC STOP / ENFORCEMENT,SOUTH DAKOTA AVE/US HIGHWAY 30,NA,CIT
3/14/2023 08:39PM,230304641,PHONE,DISORDERLY CONDUCT,DUFF AVE/E LINCOLN WAY,NA,UTL
3/14/2023 08:15PM,230304635,SELF,TRAFFIC STOP / ENFORCEMENT,1300-BLK GRAND AVE,NA,CIT
3/14/2023 07:57PM,230304632,SELF,TRAFFIC STOP / ENFORCEMENT,7TH ST/GRAND AVE,NA,WAR
3/14/2023 06:46PM,230304627,PHONE,SCAM,201-208 S 5TH ST,23000938,RPT
3/14/2023 06:28PM,230304625,PHONE,TRAFFIC HAZARD,LINCOLN WAY/UNIVERSITY BLVD,NA,NOR
3/14/2023 05:25PM,230304610,PHONE,VEHICLE UNLOCK,1016 S DUFF AVE,NA,ASC
3/14/2023 04:23PM,230304594,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,BEACH AVE/GREENBRIAR CIR,23000937,ARR
3/14/2023 03:49PM,230304588,W911,MOTORIST ASSISTANCE,MORTENSEN PKWY/UNIVERSITY BLVD,NA,ASC
3/14/2023 03:13PM,230304579,W911,MEDICAL ASSIST/AMBULANCE CALL,1100-103 ADAMS ST,NA,NRSP
3/14/2023 03:07PM,230304577,PHONE,HIT & RUN PROPERTY DAMAGE,2420-104 LINCOLN WAY,NA,ASC
3/14/2023 02:54PM,230304576,PHONE,911 HANG UP / INCOMPLETE CALL,203 N RUSSELL AVE,NA,CBC
3/14/2023 02:21PM,230304568,E911,MEDICAL ASSIST/AMBULANCE CALL,2347 HILTON CT,NA,NRSP
3/14/2023 02:09PM,230304563,PHONE,MEDICAL ASSIST/AMBULANCE CALL,823 DOUGLAS AVE,NA,NRSP
3/14/2023 02:07PM,230304560,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1417 20TH ST,NA,NRSP
3/14/2023 02:04PM,230304558,PHONE,THEFT / FRAUD / FORGERY,2708 STATE AVE,23000936,RPT
3/14/2023 02:04PM,230304557,PHONE,RECKLESS DRIVER,500-BLK S DUFF AVE,NA,UTL
3/14/2023 01:48PM,230304550,PHONE,SUBJECT WITH WEAPON,515 CLARK AVE,23000935,RPT
3/14/2023 01:26PM,230304543,W911,CIVIL MATTER,4518 HUTCHISON ST,NA,NAT
3/14/2023 01:16PM,230304537,W911,MEDICAL ASSIST/AMBULANCE CALL,2811-202 WEST ST,NA,NRSP
3/14/2023 01:08PM,230304535,PHONE,MOTOR VEH CRASH/PROP DAMAGE,137 LYNN AVE,23000934,RPT
3/14/2023 12:01PM,230304521,E911,MEDICAL ASSIST/AMBULANCE CALL,1505-102 BUCKEYE AVE,NA,NRSP
3/14/2023 11:24AM,230304512,SELF,PARKING ENFORCEMENT/COMPLAINT,600-BLK 12TH ST,NA,NOR
3/14/2023 10:58AM,230304505,PHONE,DISORDERLY CONDUCT,202 BEEDLE DR,NA,NOR
3/14/2023 10:25AM,230304493,PHONE,MEDICAL ASSIST/AMBULANCE CALL,238 MAIN ST,NA,NRSP
3/14/2023 10:20AM,230304489,PHONE,THEFT / FRAUD / FORGERY,2913 ONTARIO ST,23000933,RPT
3/14/2023 10:01AM,230304480,PHONE,MEDICAL ASSIST/AMBULANCE CALL,209-7 S 5TH ST,NA,NRSP
3/14/2023 09:45AM,230304470,PHONE,MEDICAL ASSIST/AMBULANCE CALL,515 CLARK AVE,NA,ASC
3/14/2023 09:07AM,230304458,W911,MEDICAL ASSIST/AMBULANCE CALL,133-10 BEEDLE DR,23000932,RPT
3/14/2023 08:40AM,230304452,W911,MEDICAL ASSIST/AMBULANCE CALL,811 DELAWARE AVE,NA,NRSP
3/14/2023 07:54AM,230304445,PHONE,TRESPASS,129 MAIN ST,NA,NOR
3/14/2023 07:35AM,230304442,W911,MEDICAL ASSIST/AMBULANCE CALL,4241 EISENHOWER CT,NA,NRSP
3/14/2023 06:39AM,230304435,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/STANTON AVE,NA,CIT
3/14/2023 05:59AM,230304431,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/MARSHALL AVE,NA,WAR
3/14/2023 03:15AM,230304407,SELF,LAW DEPARTMENT ASSIST,400-BLK MAIN ST,NA,NAT
3/14/2023 02:32AM,230304398,SELF,CITIZEN CONTACT,515 CLARK AVE,NA,ASC
3/14/2023 02:13AM,230304396,PHONE,GENERAL ALARM BANK / RESIDENTI,108 S 5TH ST,NA,BIL
3/14/2023 02:08AM,230304395,SELF,LAW DEPARTMENT ASSIST,450 E 7TH ST,NA,NOR
3/14/2023 01:37AM,230304384,WALK,SCAM,4700-303 MORTENSEN RD,23000931,RPT
3/14/2023 01:14AM,230304381,PHONE,DISTURBANCE & NOISE PARTY,119-511 STANTON AVE,NA,NOR
3/13/2023 11:47PM,230304356,SELF,TRAFFIC STOP / ENFORCEMENT,DUFF AVE/LINCOLN WAY,NA,WAR
3/13/2023 11:44PM,230304354,SELF,LAW DEPARTMENT ASSIST,129-201 WELCH AVE,NA,NOR
3/13/2023 11:25PM,230304350,PHONE,DISORDERLY CONDUCT,1214 NORTHWESTERN AVE,NA,NOR
3/13/2023 10:32PM,230304342,W911,RECKLESS DRIVER,S DUFF AVE/S 16TH ST,NA,UTL
3/13/2023 10:24PM,230304340,PHONE,PARKING ENFORCEMENT/COMPLAINT,500-BLK NORTHWESTERN AVE,NA,NOR
3/13/2023 08:54PM,230304318,PHONE,OPEN DOOR,515 CLARK AVE,NA,NOR
3/13/2023 08:49PM,230304315,PHONE,THEFT / FRAUD / FORGERY,3321 PERIDOT AVE,23000930,RPT
3/13/2023 08:47PM,230304313,SELF,TRAFFIC STOP / ENFORCEMENT,STANGE RD/24TH ST,NA,CIT
3/13/2023 08:11PM,230304300,PHONE,THEFT / FRAUD / FORGERY,119 STANTON AVE,23000929,RPT
3/13/2023 07:40PM,230304294,W911,FIGHT IN PROGRESS,413 TEAGARDEN DR,NA,NOR
3/13/2023 07:27PM,230304292,E911,MEDICAL ASSIST/AMBULANCE CALL,3440-110 GRAND AVE,NA,NRSP
3/13/2023 06:47PM,230304286,W911,MEDICAL ASSIST/AMBULANCE CALL,700-201 SOUTH DAKOTA AVE,NA,NRSP
3/13/2023 05:45PM,230304267,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/S DAYTON AVE,NA,WAR
3/13/2023 05:33PM,230304262,W911,DISORDERLY CONDUCT,3426-120 ORION DR,NA,ASC
3/13/2023 05:07PM,230304251,PHONE,PARKING ENFORCEMENT/COMPLAINT,600-BLK CLARK AVE,NA,INFO
3/13/2023 05:06PM,230304249,PHONE,PUBLIC SMOKING COMPLAINT,811 E LINCOLN WAY,NA,INFO
3/13/2023 04:54PM,230304242,PHONE,SCAM,921-103 9TH ST,NA,ASC
3/13/2023 04:46PM,230304236,PHONE,MEDICAL ASSIST/AMBULANCE CALL,207-7 STANTON AVE,NA,NRSP
3/13/2023 04:44PM,230304234,PHONE,THEFT / FRAUD / FORGERY,515 CLARK AVE,NA,ASC
3/13/2023 04:40PM,230304233,PHONE,SCAM,119-204 CRYSTAL ST,23000928,RPT
3/13/2023 04:35PM,230304231,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1404 S DUFF AVE,NA,INFO
3/13/2023 04:26PM,230304226,PHONE,ANIMAL CALL,2714 VALLEY VIEW CIR,NA,NOR
3/13/2023 03:32PM,230304218,W911,MOTOR VEH CRASH/PROP DAMAGE,600-BLK LINCOLN WAY,23000927,RPT
3/13/2023 03:21PM,230304216,PHONE,HARASSMENT,422-5 STONEHAVEN DR,NA,NOR
3/13/2023 02:35PM,230304203,PHONE,DISORDERLY CONDUCT,204 BEEDLE DR,23000926,RPT
