Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
2/26/2023 06:04AM,230208541,SELF,TRAFFIC STOP / ENFORCEMENT,E 13TH ST/DAYTON AVE,NA,CIT
2/26/2023 04:07AM,230208531,W911,PUBLIC INTOXICATION,803 E LINCOLN WAY,23000731,ARR
2/26/2023 04:04AM,230208530,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/S DUFF AVE,NA,WAR
2/26/2023 03:42AM,230208527,PHONE,CIVIL MATTER,3009-3 GROVE AVE,NA,NOR
2/26/2023 03:38AM,230208526,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/S WALNUT AVE,NA,WAR
2/26/2023 03:27AM,230208523,W911,MEDICAL ASSIST/AMBULANCE CALL,321 N RUSSELL AVE,NA,NRSP
2/26/2023 03:12AM,230208518,W911,DISORDERLY CONDUCT,122 S FRANKLIN AVE,23000730,RPT
2/26/2023 03:05AM,230208516,W911,CIVIL MATTER,103-34 STANTON AVE,NA,NOR
2/26/2023 03:02AM,230208514,PHONE,PRIVATE TOW,1717 S GRAND AVE,NA,PTOW
2/26/2023 03:00AM,230208513,PHONE,PRIVATE TOW,2320 LINCOLN WAY,NA,PTOW
2/26/2023 02:33AM,230208507,PHONE,PRIVATE TOW,205 BEACH AVE,NA,PTOW
2/26/2023 02:10AM,230208502,PHONE,INDECENT EXPOSURE,203 WELCH AVE,NA,CBC
2/26/2023 02:10AM,230208502,PHONE,INDECENT EXPOSURE,203 WELCH AVE,NA,CBC
2/26/2023 02:08AM,230208501,PHONE,DISTURBANCE & NOISE PARTY,217 ASH AVE,NA,ASC
2/26/2023 01:54AM,230208499,PHONE,PUBLIC INTOXICATION,2338 LINCOLN WAY,NA,NOR
2/26/2023 01:54AM,230208499,PHONE,PUBLIC INTOXICATION,2338 LINCOLN WAY,NA,NOR
2/26/2023 01:43AM,230208497,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/STATE AVE,NA,WAR
2/26/2023 01:33AM,230208494,SELF,TRAFFIC STOP / ENFORCEMENT,BEACH AVE/LINCOLN WAY,NA,WAR
2/26/2023 01:18AM,230208491,SELF,TRAFFIC STOP / ENFORCEMENT,216-103 STANTON AVE,NA,WAR
2/26/2023 01:04AM,230208485,SELF,POSSESSION UNDERAGE,216-103 STANTON AVE,23000729,RPT
2/26/2023 12:56AM,230208482,PHONE,DISTURBANCE & NOISE PARTY,2300-BLK KNAPP ST,NA,UTL
2/26/2023 12:42AM,230208471,SELF,TRAFFIC STOP / ENFORCEMENT,DUFF AVE/E 7TH ST,NA,WAR
2/26/2023 12:25AM,230208469,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N RIVERSIDE DR,NA,WAR
2/26/2023 12:25AM,230208468,SELF,POSSESSION UNDERAGE,126-201 WELCH AVE,23000728,RPT
2/26/2023 12:24AM,230208467,SELF,TRAFFIC STOP / ENFORCEMENT,24TH ST/GRAND AVE,NA,CIT
2/26/2023 12:20AM,230208466,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
2/26/2023 12:12AM,230208463,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,3050 NORTHRIDGE PKWY,NA,NOR
2/26/2023 12:10AM,230208462,PHONE,PRIVATE TOW,601 S 17TH ST,NA,PTOW
2/26/2023 12:10AM,230208462,PHONE,PRIVATE TOW,601 S 17TH ST,NA,PTOW
2/26/2023 12:07AM,230208461,SELF,POSSESSION UNDERAGE,126-201 WELCH AVE,23000727,RPT
2/26/2023 12:03AM,230208458,SELF,TRAFFIC STOP / ENFORCEMENT,STANGE RD/HAWTHORN COURT DR,NA,WAR
2/25/2023 11:56PM,230208454,SELF,TRAFFIC STOP / ENFORCEMENT,200-BLK WASHINGTON AVE,NA,CIT
2/25/2023 11:46PM,230208453,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,515 S 4TH ST,NA,NOR
2/25/2023 11:45PM,230208452,PHONE,DISTURBANCE & NOISE PARTY,2912 WOOD ST,NA,NAT
2/25/2023 11:25PM,230208448,W911,DISORDERLY CONDUCT,215-3 JEWEL DR,NA,NOR
2/25/2023 11:24PM,230208447,PHONE,DISORDERLY CONDUCT,225 S KELLOGG AVE,NA,NOR
2/25/2023 11:17PM,230208446,PHONE,DISTURBANCE & NOISE PARTY,1312-101 WALTON DR,NA,NOR
2/25/2023 11:12PM,230208445,PHONE,HARASSMENT,515 MAIN ST,NA,NAT
2/25/2023 11:12PM,230208444,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/S WALNUT AVE,NA,CIT
2/25/2023 10:53PM,230208440,SELF,TRAFFIC STOP / ENFORCEMENT,S GRAND AVE/S 5TH ST,NA,WAR
2/25/2023 10:53PM,230208438,PHONE,MEDICAL ASSIST/AMBULANCE CALL,419 OPAL CIR,NA,NAT
2/25/2023 10:35PM,230208435,SELF,TRAFFIC STOP / ENFORCEMENT,N UNIVERSITY BLVD/LINCOLN WAY,NA,CIT
