Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/9/2023 05:33AM,230302769,SELF,TRAFFIC STOP / ENFORCEMENT,148 MM US HIGHWAY 30 W,NA,WAR
3/9/2023 03:39AM,230302765,PHONE,RECKLESS DRIVER,113 MM INTERSTATE 35 S,NA,NRSP
3/9/2023 02:17AM,230302759,W911,MEDICAL ASSIST/AMBULANCE CALL,4370-106 MARICOPA DR,NA,NRSP
3/9/2023 01:12AM,230302752,W911,DISORDERLY CONDUCT,1329 MAYFIELD DR,NA,UTL
3/9/2023 12:42AM,230302745,W911,PUBLIC INTOXICATION,2507 SE 16TH ST,23000863,ARR
3/9/2023 12:05AM,230302736,PHONE,DISORDERLY CONDUCT,134 MAIN ST,NA,UTL
3/8/2023 11:24PM,230302724,W911,DISORDERLY CONDUCT,600 CRAWFORD AVE,23000862,ARR
3/8/2023 11:15PM,230302720,W911,MEDICAL ASSIST/AMBULANCE CALL,200 FOUNTAIN VIEW DR,NA,NRSP
3/8/2023 10:39PM,230302717,PHONE,VANDALISM / CRIMINAL MISCHIEF,LINCOLN WAY/LYNN AVE,23000861,RPT
3/8/2023 10:26PM,230302716,PHONE,PRIVATE TOW,1206 S 4TH ST,NA,PTOW
3/8/2023 10:26PM,230302715,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/HAYWARD AVE,NA,CIT
3/8/2023 10:00PM,230302712,PHONE,RECKLESS DRIVER,STANGE RD/24TH ST,NA,NOR
3/8/2023 10:00PM,230302711,SELF,TRAFFIC STOP / ENFORCEMENT,STATE AVE/TRIPP ST,NA,WAR
3/8/2023 07:51PM,230302687,SELF,MOTORIST ASSISTANCE,148 MM US HIGHWAY 30 W,NA,ASC
3/8/2023 07:40PM,230302685,PHONE,911 HANG UP / INCOMPLETE CALL,1801 RIDGEWOOD AVE,NA,ASC
3/8/2023 06:59PM,230302674,PHONE,DISORDERLY CONDUCT,4605-6 ONTARIO ST,NA,NOR
3/8/2023 06:53PM,230302672,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,534 S DUFF AVE,NA,UTL
3/8/2023 06:43PM,230302671,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/NORTH DAKOTA AVE,NA,WAR
3/8/2023 06:20PM,230302666,PHONE,HARASSMENT,209-7 S 5TH ST,NA,NOR
3/8/2023 06:15PM,230302664,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/S RIVERSIDE DR,NA,WAR
3/8/2023 06:05PM,230302663,SELF,TRAFFIC STOP / ENFORCEMENT,2000-BLK LINCOLN WAY,NA,WAR
3/8/2023 05:59PM,230302662,PHONE,EQUIPMENT/SIGN MALFUNCTION,620-A LINCOLN WAY,NA,INFO
3/8/2023 05:09PM,230302655,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,GRAND AVE/6TH ST,NA,UTL
3/8/2023 05:05PM,230302654,PHONE,TRAFFIC HAZARD,113 MM INTERSTATE 35 S,NA,UTL
3/8/2023 04:58PM,230302652,PHONE,RECKLESS DRIVER,STONEHAVEN DR/S GRAND AVE,NA,UTL
3/8/2023 04:16PM,230302641,PHONE,CITIZEN CONTACT,620-A LINCOLN WAY,NA,NOR
3/8/2023 04:15PM,230302640,PHONE,PRIVATE TOW,300 STANTON AVE,NA,PTOW
3/8/2023 04:07PM,230302639,PHONE,HARASSMENT,1215 DUFF AVE,23000860,NOR
3/8/2023 03:58PM,230302636,PHONE,PRIVATE TOW,4320 WESTBROOK DR,NA,PTOW
3/8/2023 03:51PM,230302634,PHONE,PRIVATE TOW,4720-105 MORTENSEN RD,NA,PTOW
3/8/2023 03:48PM,230302630,PHONE,PRIVATE TOW,4720-105 MORTENSEN RD,NA,PTOW
3/8/2023 03:33PM,230302624,SELF,TRAFFIC STOP / ENFORCEMENT,S DUFF AVE/S 16TH ST,NA,CIT
3/8/2023 03:25PM,230302621,PHONE,LAW DEPARTMENT ASSIST,1520 KENTUCKY AVE,NA,ASC
3/8/2023 03:07PM,230302620,PHONE,SEVERE WEATHER CONDITIONS,515 CLARK AVE,NA,INFO
3/8/2023 02:45PM,230302613,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3539 TRIPP ST,NA,NRSP
3/8/2023 02:21PM,230302603,PHONE,THEFT / FRAUD / FORGERY,120 AIRPORT RD,23000857,RPT
3/8/2023 02:08PM,230302599,PHONE,MOTOR VEH CRASH/PROP DAMAGE,3105 GRAND AVE,NA,NOR
3/8/2023 01:54PM,230302596,PHONE,PARKING ENFORCEMENT/COMPLAINT,3800-BLK PHOENIX ST,NA,NAT
3/8/2023 01:44PM,230302592,PHONE,PARKING ENFORCEMENT/COMPLAINT,1007 JARRETT CIR,NA,NOR
