Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/29/2023 06:05AM,230309346,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/MURRAY DR,NA,WAR
3/29/2023 04:18AM,230309337,PHONE,GENERAL ALARM BANK / RESIDENTI,1920 PHILADELPHIA ST,NA,BIL
3/29/2023 02:44AM,230309330,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3301 STANGE RD,NA,NRSP
3/29/2023 01:44AM,230309323,PHONE,DISORDERLY CONDUCT,1018 LINCOLN WAY,NA,UTL
3/29/2023 01:39AM,230309322,SELF,TRAFFIC STOP / ENFORCEMENT,4136 LINCOLN SWING,NA,CIT
3/29/2023 01:36AM,230309321,SELF,TRAFFIC STOP / ENFORCEMENT,4500-BLK MORTENSEN RD,23001115,RPT
3/29/2023 01:01AM,230309314,SELF,TRAFFIC STOP / ENFORCEMENT,13TH ST/STANGE RD,NA,WAR
3/29/2023 12:40AM,230309310,SELF,TRAFFIC STOP / ENFORCEMENT,3800-BLK LINCOLN WAY,NA,WAR
3/28/2023 11:59PM,230309299,E911,MEDICAL ASSIST/AMBULANCE CALL,3427-5 POLARIS DR,NA,NRSP
3/28/2023 11:58PM,230309297,PHONE,CITIZEN CONTACT,1416-106 BIG BLUESTEM CT,NA,NOR
3/28/2023 11:54PM,230309295,W911,FIRE STRUCTURE,702-4 CARROLL AVE,NA,NOR
3/28/2023 11:45PM,230309293,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,526-106 MAIN ST,NA,CBC
3/28/2023 10:01PM,230309277,PHONE,MEDICAL ASSIST/AMBULANCE CALL,4912-1013 MORTENSEN RD,NA,NRSP
3/28/2023 09:55PM,230309274,PHONE,OUTREACH,4500-BLK STEINBECK ST,NA,ASC
3/28/2023 09:48PM,230309271,PHONE,ANIMAL CALL,4227 STONE BROOKE RD,NA,UTL
3/28/2023 09:27PM,230309268,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,209 S OAK AVE,NA,ASC
3/28/2023 09:13PM,230309263,PHONE,DISTURBANCE & NOISE PARTY,4709-14 STEINBECK ST,NA,ASC
3/28/2023 08:54PM,230309256,W911,MEDICAL ASSIST/AMBULANCE CALL,515-35 S 4TH ST,NA,NRSP
3/28/2023 08:53PM,230309255,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,5205 GRAND AVE,NA,INFO
3/28/2023 07:57PM,230309240,PHONE,HARASSMENT,2126-309 COTTONWOOD RD,NA,ASC
3/28/2023 07:53PM,230309239,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/N MAPLE AVE,NA,CIT
3/28/2023 07:38PM,230309234,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,700 SE 16TH ST,23001114,RPT
3/28/2023 07:36PM,230309233,SELF,TRAFFIC STOP / ENFORCEMENT,200-BLK STANTON AVE,NA,WAR
3/28/2023 07:12PM,230309228,SELF,TRAFFIC STOP / ENFORCEMENT,UNIVERSITY BLVD/S 4TH ST,NA,ASC
3/28/2023 07:04PM,230309226,PHONE,TRESPASS,828 8TH ST,NA,ASC
3/28/2023 07:01PM,230309222,PHONE,DISORDERLY CONDUCT,703 BURNETT AVE,23001113,RPT
3/28/2023 06:22PM,230309214,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1910 ISAAC NEWTON DR,NA,ASC
