Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/10/2023 06:03AM,230303085,SELF,CITIZEN CONTACT,16TH ST/WILSON AVE,NA,ASC
3/10/2023 03:34AM,230303071,W911,MEDICAL ASSIST/AMBULANCE CALL,3226 WEST ST,NA,NRSP
3/10/2023 03:29AM,230303069,W911,DISORDERLY CONDUCT,1400-809 GATEWAY HILLS PARK DR,NA,ASC
3/10/2023 02:30AM,230303062,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,WAR
3/10/2023 02:08AM,230303059,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/BEACH AVE,NA,CIT
3/10/2023 01:55AM,230303057,SELF,TRAFFIC STOP / ENFORCEMENT,600-BLK 6TH ST,NA,WAR
3/10/2023 01:48AM,230303055,SELF,TRAFFIC STOP / ENFORCEMENT,9TH ST/DUFF AVE,NA,WAR
3/10/2023 01:16AM,230303046,SELF,TRAFFIC STOP / ENFORCEMENT,DUFF AVE/LINCOLN WAY,NA,WAR
3/10/2023 12:52AM,230303043,PHONE,MEDICAL ASSIST/AMBULANCE CALL,209-7 S 5TH ST,NA,NRSP
3/10/2023 12:32AM,230303037,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/HYLAND AVE,NA,WAR
3/10/2023 12:22AM,230303034,PHONE,ELEVATOR ASSIST,2311 CHAMBERLAIN ST,NA,INFO
3/10/2023 12:19AM,230303031,W911,MEDICAL ASSIST/AMBULANCE CALL,2721-1 FERNDALE AVE,NA,NRSP
3/9/2023 11:44PM,230303021,PHONE,CITIZEN CONTACT,SE 16TH ST/ISAAC NEWTON DR,NA,NOR
3/9/2023 11:09PM,230303016,PHONE,GENERAL ALARM BANK / RESIDENTI,3612 STANGE RD,NA,BIL
3/9/2023 10:50PM,230303014,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/13TH ST,NA,CIT
3/9/2023 10:30PM,230303013,PHONE,THEFT / FRAUD / FORGERY,534 S DUFF AVE,23000882,RPT
3/9/2023 10:16PM,230303010,PHONE,VEHICLE IN DITCH,146 MM US HIGHWAY 30 E,NA,ASC
3/9/2023 10:05PM,230303008,PHONE,DISTURBANCE & NOISE PARTY,1425 DOUGLAS AVE,NA,NOR
3/9/2023 09:58PM,230303005,PHONE,MOTOR VEH CRASH/PROP DAMAGE,LYNN AVE/LINCOLN WAY,23000881,RPT
3/9/2023 09:35PM,230303003,PHONE,DISORDERLY CONDUCT,209-7 S 5TH ST,23000880,RPT
3/9/2023 08:46PM,230302994,PHONE,JUVENILE TROUBLE,3800-BLK WELBECK DR,NA,UTL
3/9/2023 08:28PM,230302989,PHONE,THEFT / FRAUD / FORGERY,534 S DUFF AVE,23000879,RPT
3/9/2023 08:07PM,230302988,PHONE,HARASSMENT,126-206 BEEDLE DR,23000883,RPT
3/9/2023 07:59PM,230302985,PHONE,DISORDERLY CONDUCT,116-4 CAMPUS AVE,NA,ASC
