Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/28/2023 04:57AM,230309018,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,129 S OAK AVE,NA,ASC
3/28/2023 04:53AM,230309017,SELF,TRAFFIC STOP / ENFORCEMENT,147 MM US HIGHWAY 30 E,NA,WAR
3/28/2023 04:11AM,230309016,PHONE,DISTURBANCE & NOISE PARTY,1214-308 S 4TH ST,NA,NOR
3/28/2023 02:58AM,230309012,SELF,TRAFFIC STOP / ENFORCEMENT,1800-BLK LINCOLN WAY,NA,NOR
3/28/2023 02:02AM,230309004,SELF,TRAFFIC STOP / ENFORCEMENT,500-BLK DUFF AVE,NA,WAR
3/28/2023 01:32AM,230309002,SELF,TRAFFIC STOP / ENFORCEMENT,1400-BLK S DUFF AVE,NA,WAR
3/28/2023 01:24AM,230309000,SELF,TRAFFIC STOP / ENFORCEMENT,800-BLK DUFF AVE,NA,WAR
3/28/2023 12:28AM,230308987,W911,GENERAL ASSAULT,535-209 S 17TH ST,23001106,ARR
3/27/2023 11:45PM,230308968,SELF,OPEN DOOR,2402 MELROSE AVE,NA,NOR
3/27/2023 09:34PM,230308947,PHONE,LAW DEPARTMENT ASSIST,2501 HOOVER AVE,NA,UTL
3/27/2023 09:03PM,230308936,PHONE,SCAM,4518-101 MORTENSEN RD,23001105,RPT
3/27/2023 09:03PM,230308934,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2822 DUFF AVE,NA,NRSP
3/27/2023 08:46PM,230308930,SELF,TRAFFIC STOP / ENFORCEMENT,FERNDALE AVE/24TH ST,NA,CIT
3/27/2023 08:21PM,230308926,SELF,MOTOR VEH CRASH/PROP DAMAGE,144 MM US HIGHWAY 30 W,23001104,RPT
3/27/2023 07:48PM,230308918,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1806 DUFF AVE,NA,NRSP
3/27/2023 07:06PM,230308906,SELF,TRAFFIC STOP / ENFORCEMENT,112 MM INTERSTATE 35 S,NA,CIT
3/27/2023 06:55PM,230308902,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,500-BLK LINCOLN WAY,NA,UTL
3/27/2023 06:39PM,230308900,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/S DUFF AVE,NA,CIT
3/27/2023 06:35PM,230308899,SELF,TRAFFIC STOP / ENFORCEMENT,114 BEYER CT,NA,WAR
3/27/2023 06:35PM,230308898,PHONE,DISORDERLY CONDUCT,500-BLK DOUGLAS AVE,NA,ASC
3/27/2023 06:23PM,230308896,SELF,TRAFFIC STOP / ENFORCEMENT,5TH ST/GRAND AVE,NA,CIT
3/27/2023 06:09PM,230308893,SELF,TRAFFIC STOP / ENFORCEMENT,S RIVERSIDE DR/AVIATION WAY,NA,WAR
3/27/2023 06:07PM,230308892,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/GRAND AVE,NA,CIT
3/27/2023 05:58PM,230308890,PHONE,PARKING ENFORCEMENT/COMPLAINT,3400-BLK OPAL DR,NA,UTL
3/27/2023 05:48PM,230308889,SELF,TRAFFIC STOP / ENFORCEMENT,5TH ST/PEARLE AVE,NA,CIT
3/27/2023 05:33PM,230308885,PHONE,MOTOR VEH CRASH/PROP DAMAGE,202 SE 5TH ST,23001102,RPT
