Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
4/12/2023 05:02AM,230403684,PHONE,GENERAL ALARM BANK / RESIDENTI,2625-2200 NORTH LOOP DR,NA,BIL
4/12/2023 04:53AM,230403683,PHONE,VANDALISM / CRIMINAL MISCHIEF,245 HYLAND AVE,NA,NOR
4/12/2023 03:50AM,230403679,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2611-115 LUTHER DR,NA,NRSP
4/12/2023 03:25AM,230403676,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3440 GRAND AVE,NA,NRSP
4/12/2023 02:37AM,230403674,SELF,OUTREACH,2435 GRAND AVE,NA,NOR
4/12/2023 01:58AM,230403667,SELF,CITIZEN CONTACT,HIGH AVE/SE 2ND ST,NA,WAR
4/12/2023 01:49AM,230403664,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK S KELLOGG AVE,NA,CIT
4/12/2023 01:33AM,230403661,PHONE,VANDALISM / CRIMINAL MISCHIEF,3421 COY ST,23001325,RPT
4/12/2023 12:41AM,230403652,PHONE,GENERAL ALARM BANK / RESIDENTI,1316-86 S DUFF AVE,NA,BIL
4/12/2023 12:38AM,230403650,SELF,LAW DEPARTMENT ASSIST,LINCOLN WAY/HYLAND AVE,NA,ASC
4/12/2023 12:25AM,230403646,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1308-203 WALTON DR,NA,NRSP
4/12/2023 12:05AM,230403636,SELF,SUSPICIOUS PERSON/VEH/ACTIVITY,2400 BROADMOOR AVE,NA,ASC
4/11/2023 11:53PM,230403633,SELF,TRAFFIC STOP / ENFORCEMENT,5TH ST/GRAND AVE,NA,CIT
4/11/2023 11:49PM,230403632,SELF,LAW DEPARTMENT ASSIST,HAYWARD AVE/LINCOLN WAY,NA,NOR
4/11/2023 11:36PM,230403625,SELF,LAW DEPARTMENT ASSIST,1620 S DUFF AVE,23001324,RPT
4/11/2023 11:17PM,230403622,PHONE,FIRE STRUCTURE,221-203 CRYSTAL ST,NA,NAT
4/11/2023 10:34PM,230403615,PHONE,DISTURBANCE & NOISE PARTY,316 LYNN AVE,NA,ASC
4/11/2023 10:32PM,230403613,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2303 JENSEN AVE,NA,NRSP
4/11/2023 09:55PM,230403608,PHONE,MEDICAL ASSIST/AMBULANCE CALL,5316 MORTENSEN RD,NA,ASC
4/11/2023 09:47PM,230403604,SELF,TRAFFIC STOP / ENFORCEMENT,1300-BLK NORTHWESTERN AVE,NA,WAR
4/11/2023 09:33PM,230403599,PHONE,THEFT / FRAUD / FORGERY,534 S DUFF AVE,23001323,RPT
4/11/2023 09:08PM,230403593,PHONE,MOTOR VEH CRASH / INJURY,MORTENSEN PKWY/UNIVERSITY BLVD,23001322,RPT
4/11/2023 08:57PM,230403590,PHONE,DISTURBANCE & NOISE PARTY,OAKLAND ST/FRANKLIN AVE,NA,UTL
4/11/2023 08:55PM,230403589,PHONE,PRIVATE TOW,2121 SUNSET DR,NA,PTOW
4/11/2023 08:26PM,230403582,PHONE,ANIMAL CALL,314 SUNFLOWER DR,NA,CBC
4/11/2023 08:13PM,230403580,PHONE,DISORDERLY CONDUCT,905-307 DICKINSON AVE,NA,ASC
4/11/2023 07:57PM,230403575,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3423 CLINTON CT,NA,ASC
4/11/2023 07:31PM,230403569,PHONE,THEFT / FRAUD / FORGERY,700 SE 16TH ST,23001321,RPT
4/11/2023 06:23PM,230403555,PHONE,THEFT / FRAUD / FORGERY,534 S DUFF AVE,23001320,RPT
4/11/2023 05:52PM,230403550,SELF,TRAFFIC STOP / ENFORCEMENT,13TH ST/DOUGLAS AVE,NA,CIT
4/11/2023 05:51PM,230403549,PHONE,VIOLATION OF NO CONTACT ORDER,611 CLARK AVE,23001319,RPT
4/11/2023 05:32PM,230403546,PHONE,GENERAL ALARM BANK / RESIDENTI,230 S DUFF AVE,NA,BIL
4/11/2023 05:26PM,230403545,SELF,LAW DEPARTMENT ASSIST,515 CLARK AVE,NA,ASC
4/11/2023 05:21PM,230403542,PHONE,TRESPASS,103 WILMOTH AVE,23001318,RPT
4/11/2023 05:06PM,230403540,PHONE,JUVENILE TROUBLE,500-BLK 9TH ST,NA,UTL
4/11/2023 04:58PM,230403535,PHONE,THEFT / FRAUD / FORGERY,1005 16TH ST,23001317,RPT
4/11/2023 04:51PM,230403532,PHONE,BURNING COMPLAINT,4201 ARIZONA CIR,NA,NRSP
4/11/2023 04:47PM,230403529,PHONE,MEDICAL ASSIST/AMBULANCE CALL,831 GRAND AVE,NA,NRSP
4/11/2023 04:38PM,230403524,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3712-101 FALCON AVE,NA,NRSP
4/11/2023 04:19PM,230403513,PHONE,TRESPASS,1206 S 4TH ST,NA,ASC
4/11/2023 04:01PM,230403510,PHONE,MOTOR VEH CRASH/PROP DAMAGE,400-BLK LINCOLN WAY,23001316,RPT
4/11/2023 03:56PM,230403508,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1800-BLK S DUFF AVE,NA,UTL
4/11/2023 03:02PM,230403490,PHONE,THEFT / FRAUD / FORGERY,640 LINCOLN WAY,23001314,RPT
4/11/2023 02:47PM,230403484,PHONE,GENERAL ASSAULT,203 WELCH AVE,23001315,RPT
4/11/2023 02:14PM,230403474,PHONE,MOTORIST ASSISTANCE,147 MM US HIGHWAY 30 E,NA,NOR
4/11/2023 02:01PM,230403472,PHONE,LAW DEPARTMENT ASSIST,210 LYNN AVE,23001313,RPT
4/11/2023 01:49PM,230403466,PHONE,ANIMAL CALL,3421 COY ST,NA,ASC
4/11/2023 01:45PM,230403465,PHONE,BURGLARY TO MOTOR VEHICLE,4733 TORONTO ST,23001311,RPT
4/11/2023 01:35PM,230403460,W911,MEDICAL ASSIST/AMBULANCE CALL,3109 EISENHOWER AVE,NA,DUP
4/11/2023 01:13PM,230403454,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,4128-101 LINCOLN WAY,NA,NOR
4/11/2023 01:09PM,230403453,PHONE,CIVIL MATTER,1215 DUFF AVE,NA,NRSP
4/11/2023 01:05PM,230403450,PHONE,THEFT / FRAUD / FORGERY,525 FOREST GLEN,NA,ASC
4/11/2023 01:02PM,230403448,PHONE,HARASSMENT,1401 WHEELER ST,NA,NOR
4/11/2023 01:02PM,230403447,PHONE,DISORDERLY CONDUCT,1111 DUFF AVE,NA,NOR
4/11/2023 12:52PM,230403444,SELF,TRAFFIC STOP / ENFORCEMENT,20TH ST/FERNDALE AVE,NA,WAR
4/11/2023 12:38PM,230403443,PHONE,THEFT / FRAUD / FORGERY,1315 CALIFORNIA AVE,23001308,RPT
4/11/2023 12:05PM,230403427,PHONE,HARASSMENT,2800 E 13TH ST,23001309,RPT
4/11/2023 11:47AM,230403422,PHONE,CIVIL MATTER,425 ASPEN RIDGE RD,23001312,RPT
4/11/2023 11:24AM,230403410,PHONE,MEDICAL ASSIST/AMBULANCE CALL,513 ASH AVE,NA,DUP
4/11/2023 11:23AM,230403409,PHONE,ANIMAL CALL,4210-14 LINCOLN SWING,NA,ASC
4/11/2023 10:49AM,230403391,PHONE,PARKING ENFORCEMENT/COMPLAINT,5129 SCHUBERT ST,NA,NOR
4/11/2023 10:37AM,230403386,SELF,TRAFFIC STOP / ENFORCEMENT,9TH ST/BURNETT AVE,23001305,ARR
4/11/2023 10:34AM,230403383,PHONE,THEFT / FRAUD / FORGERY,526-101 MAIN ST,23001306,RPT
4/11/2023 10:28AM,230403380,PHONE,HARASSMENT,4605 HUTCHISON ST,NA,NOR
4/11/2023 10:21AM,230403377,PHONE,FIRE STRUCTURE,801 CRAWFORD AVE,NA,NOR
4/11/2023 10:15AM,230403373,PHONE,MEDICAL ASSIST/AMBULANCE CALL,404 E LINCOLN WAY,NA,NRSP
4/11/2023 09:46AM,230403358,SELF,TRAFFIC STOP / ENFORCEMENT,1520 RIDGEWOOD AVE,NA,WAR
4/11/2023 09:43AM,230403354,SELF,DOMESTIC DISPUTE,2810-206 BOBCAT DR,23001304,RPT
4/11/2023 09:40AM,230403353,SELF,TRAFFIC HAZARD,LINCOLN WAY/UNIVERSITY BLVD,NA,NOR
4/11/2023 09:13AM,230403343,SELF,MOTORIST ASSISTANCE,MORTENSEN RD/HAYWARD AVE,NA,ASC
4/11/2023 08:56AM,230403339,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK S WALNUT AVE,NA,CIT
4/11/2023 08:56AM,230403338,SELF,TRAFFIC STOP / ENFORCEMENT,ONTARIO ST/ALABAMA LN,NA,CIT
4/11/2023 08:30AM,230403331,SELF,TRAFFIC STOP / ENFORCEMENT,BEACH AVE/LINCOLN WAY,NA,CIT
4/11/2023 08:23AM,230403328,SELF,TRAFFIC STOP / ENFORCEMENT,ONTARIO ST/MINNESOTA AVE,NA,WAR
4/11/2023 07:35AM,230403308,PHONE,MEDICAL ASSIST/AMBULANCE CALL,421-205 STONEHAVEN DR,NA,DUP
4/11/2023 07:28AM,230403303,PHONE,EQUIPMENT/SIGN MALFUNCTION,STATE AVE/MORTENSEN RD,NA,INFO
4/11/2023 07:20AM,230403298,SELF,TRAFFIC STOP / ENFORCEMENT,6TH ST/DUFF AVE,NA,NOR
4/11/2023 07:09AM,230403294,PHONE,MEDICAL ASSIST/AMBULANCE CALL,720-102 KELLOGG AVE,NA,DUP
4/11/2023 05:50AM,230403280,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2427 CLAYTON DR,NA,NRSP
4/11/2023 05:01AM,230403277,PHONE,DISORDERLY CONDUCT,1111 DUFF AVE,23001303,ARR
4/11/2023 04:46AM,230403275,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1315-119 COCONINO RD,NA,NRSP
4/11/2023 04:32AM,230403273,PHONE,TRESPASS,525 KELLOGG AVE,NA,NOR
4/11/2023 04:32AM,230403271,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2611-115 LUTHER DR,NA,NRSP
4/11/2023 03:36AM,230403259,PHONE,BURGLARY / ATTEMPTED BURGLARY,3535 TRIPP ST,NA,NOR
4/11/2023 03:28AM,230403257,SELF,TRAFFIC STOP / ENFORCEMENT,112 MM INTERSTATE 35 N,NA,WAR
4/11/2023 02:39AM,230403251,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3619 MARY CIR,NA,NRSP
4/11/2023 02:25AM,230403245,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2700-559 LINCOLN WAY,NA,NRSP
4/11/2023 02:06AM,230403241,PHONE,LAW DEPARTMENT ASSIST,2600 E 13TH ST,23001302,RPT
4/11/2023 01:46AM,230403240,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
4/11/2023 01:45AM,230403239,SELF,TRAFFIC STOP / ENFORCEMENT,CLARK AVE/MAIN ST,NA,WAR
4/11/2023 01:30AM,230403237,SELF,TRAFFIC STOP / ENFORCEMENT,100-BLK HAYWARD AVE,NA,CIT
4/11/2023 01:27AM,230403236,PHONE,TRESPASS,1605 6TH ST,NA,NOR
4/11/2023 01:21AM,230403234,PHONE,PRIVATE TOW,5310 MORTENSEN RD,NA,PTOW
4/11/2023 01:16AM,230403232,PHONE,CRIME FREE HOUSING CHECK,1018 LINCOLN WAY,NA,NOR
4/10/2023 11:54PM,230403207,PHONE,MEDICAL ASSIST/AMBULANCE CALL,129-3 KINGSBURY AVE,23001301,RPT
4/10/2023 11:52PM,230403204,PHONE,DISTURBANCE & NOISE PARTY,223 CAMPUS AVE,NA,WAR
4/10/2023 11:50PM,230403203,PHONE,OPEN DOOR,1712 E LINCOLN WAY,NA,ASC
4/10/2023 11:36PM,230403198,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/ASH AVE,NA,WAR
4/10/2023 11:09PM,230403196,PHONE,MEDICAL ASSIST/AMBULANCE CALL,126 N MAPLE AVE,NA,NRSP
4/10/2023 10:51PM,230403193,PHONE,DISTURBANCE & NOISE PARTY,315 WELCH AVE,NA,WAR
4/10/2023 10:42PM,230403192,SELF,TRAFFIC STOP / ENFORCEMENT,13TH ST/DUFF AVE,NA,WAR
4/10/2023 10:36PM,230403191,PHONE,DISTURBANCE & NOISE PARTY,WEST ST/CAMPUS AVE,NA,UTL
4/10/2023 09:58PM,230403185,PHONE,DISTURBANCE & NOISE PARTY,2033 FRILEY RD,NA,NOR
4/10/2023 09:31PM,230403181,PHONE,ANIMAL CALL,115 FRANKLIN AVE,NA,ASC
4/10/2023 07:54PM,230403159,PHONE,MISSING PERSON / RUNAWAY,2610-5 STANGE RD,NA,ASC
4/10/2023 07:48PM,230403157,PHONE,MEDICAL ASSIST/AMBULANCE CALL,2644 HUNT ST,NA,NRSP
4/10/2023 07:15PM,230403153,PHONE,OUTREACH,2400 ASPEN RD,NA,ASC
4/10/2023 06:39PM,230403142,PHONE,MOTORIST ASSISTANCE,STANGE/,NA,ASC
4/10/2023 06:32PM,230403140,PHONE,HARASSMENT,919-410 S 16TH ST,23001300,RPT
4/10/2023 06:29PM,230403137,PHONE,MEDICAL ASSIST/AMBULANCE CALL,720-402 KELLOGG AVE,NA,NRSP
4/10/2023 05:45PM,230403132,PHONE,PARKING ENFORCEMENT/COMPLAINT,1100-BLK DUFF AVE,NA,UTL
4/10/2023 05:21PM,230403124,PHONE,ANIMAL CALL,3400 AURORA AVE,NA,NOR
4/10/2023 05:20PM,230403123,PHONE,MOTOR VEH CRASH/PROP DAMAGE,LINCOLN WAY/S HYLAND AVE,23001299,RPT
4/10/2023 05:13PM,230403117,PHONE,FIRE STRUCTURE,3350 FOXLEY DR,NA,NRSP
4/10/2023 04:59PM,230403111,PHONE,DISORDERLY CONDUCT,2101-216 OAKWOOD RD,NA,ASC
4/10/2023 04:58PM,230403110,PHONE,MOTORIST ASSISTANCE,S GRAND AVE/S 4TH ST,NA,NAT
4/10/2023 04:57PM,230403109,SELF,MOTOR VEH CRASH/PROP DAMAGE,US HIGHWAY 69/W RIVERSIDE RD,23001296,RPT
4/10/2023 04:55PM,230403106,PHONE,SCAM,3314 MORNINGSIDE ST,23001297,RPT
4/10/2023 04:54PM,230403105,PHONE,MOTOR VEH CRASH/PROP DAMAGE,2801 GRAND AVE,23001298,RPT
4/10/2023 04:52PM,230403104,PHONE,DISORDERLY CONDUCT,3215 PERIDOT AVE,NA,NOR
4/10/2023 04:27PM,230403095,E911,MEDICAL ASSIST/AMBULANCE CALL,301-A ALEXANDER AVE,NA,NRSP
4/10/2023 03:38PM,230403078,PHONE,911 HANG UP / INCOMPLETE CALL,320 S DUFF AVE,NA,ASC
4/10/2023 03:19PM,230403074,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3612 STANGE RD,NA,ASC
4/10/2023 03:18PM,230403073,PHONE,CIVIL MATTER,425 ASPEN RIDGE RD,NA,ASC
4/10/2023 03:10PM,230403069,PHONE,HARASSMENT,1214 NORTHWESTERN AVE,23001295,RPT
4/10/2023 02:39PM,230403058,PHONE,PARKING ENFORCEMENT/COMPLAINT,1710 WOODHAVEN CIR,NA,NOR
4/10/2023 01:55PM,230403038,PHONE,MOTOR VEH CRASH/PROP DAMAGE,GRAND AVE/WHEELER ST,23001294,RPT
4/10/2023 01:36PM,230403032,PHONE,MOTOR VEH CRASH/PROP DAMAGE,515 CLARK AVE,23001293,RPT
4/10/2023 01:18PM,230403029,WALK,CITIZEN CONTACT,515 CLARK AVE,NA,NOR
4/10/2023 01:11PM,230403028,SELF,TRAFFIC STOP / ENFORCEMENT,DUFF AVE/E 13TH ST,NA,WAR
4/10/2023 12:58PM,230403024,PHONE,PRIVATE TOW,2121 SUNSET DR,NA,PTOW
4/10/2023 12:43PM,230403020,SELF,TRAFFIC STOP / ENFORCEMENT,2901 GRAND AVE,NA,CIT
4/10/2023 11:41AM,230403006,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/WHEELER ST,NA,WAR
4/10/2023 11:30AM,230403005,SELF,TRAFFIC STOP / ENFORCEMENT,SUNSET DR/PEARSON AVE,NA,CIT
4/10/2023 11:03AM,230403001,SELF,BURGLARY TO MOTOR VEHICLE,1015 ARIZONA AVE,23001291,RPT
4/10/2023 10:55AM,230402999,SELF,TRAFFIC STOP / ENFORCEMENT,GRAND AVE/LINCOLN WAY,NA,CIT
4/10/2023 10:42AM,230402998,SELF,TRAFFIC STOP / ENFORCEMENT,S RIVERSIDE DR/LINCOLN WAY,NA,CIT
4/10/2023 10:39AM,230402996,SELF,TRAFFIC STOP / ENFORCEMENT,GILCHRIST ST/LINCOLN WAY,NA,CIT
4/10/2023 10:35AM,230402993,PHONE,BURGLARY TO MOTOR VEHICLE,1225 DELAWARE AVE,23001292,RPT
4/10/2023 10:34AM,230402992,RADIO,RECKLESS DRIVER,111 MM INTERSTATE 35 N,NA,CINF
4/10/2023 10:32AM,230402991,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,620-A LINCOLN WAY,NA,INFO
4/10/2023 10:29AM,230402988,PHONE,PRIVATE TOW,4912 MORTENSEN RD,NA,PTOW
4/10/2023 10:26AM,230402984,PHONE,BURGLARY TO MOTOR VEHICLE,925 ARIZONA AVE,23001290,RPT
4/10/2023 10:21AM,230402980,SELF,TRAFFIC STOP / ENFORCEMENT,500-BLK MAIN ST,NA,WAR
4/10/2023 10:04AM,230402972,SELF,TRAFFIC STOP / ENFORCEMENT,5TH ST/GRAND AVE,NA,CIT
4/10/2023 10:02AM,230402971,SELF,TRAFFIC STOP / ENFORCEMENT,235 S DUFF AVE,NA,WAR
4/10/2023 10:00AM,230402970,PHONE,TRESPASS,111 SHELDON AVE,NA,ASC
4/10/2023 09:47AM,230402965,PHONE,OUTREACH,2400 OAKWOOD RD,NA,INFO
4/10/2023 09:47AM,230402964,SELF,TRAFFIC STOP / ENFORCEMENT,N RUSSELL AVE/LINCOLN WAY,NA,CIT
