Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/7/2023 05:51AM,230302132,PHONE,GENERAL ALARM BANK / RESIDENTI,421 S DUFF AVE,NA,BIL
3/7/2023 05:48AM,230302131,SELF,TRAFFIC STOP / ENFORCEMENT,4316 ONTARIO ST,NA,WAR
3/7/2023 05:39AM,230302130,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/UNIVERSITY BLVD,NA,CIT
3/7/2023 05:24AM,230302127,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/S RIVERSIDE DR,NA,WAR
3/7/2023 04:54AM,230302121,PHONE,DISORDERLY CONDUCT,1111 DUFF AVE,NA,NOR
3/7/2023 03:06AM,230302086,SELF,TRAFFIC STOP / ENFORCEMENT,US HIGHWAY 30/S DAYTON AVE,NA,WAR
3/7/2023 02:49AM,230302083,SELF,TRAFFIC STOP / ENFORCEMENT,112 MM INTERSTATE 35 N,NA,CIT
3/7/2023 02:29AM,230302081,SELF,TRAFFIC STOP / ENFORCEMENT,112 MM INTERSTATE 35 N,NA,WAR
3/7/2023 01:31AM,230302071,SELF,TRAFFIC STOP / ENFORCEMENT,5205 GRAND AVE,NA,NOR
3/7/2023 12:50AM,230302061,SELF,LAW DEPARTMENT ASSIST,GRAND AVE/7TH ST,NA,ASC
3/7/2023 12:42AM,230302058,SELF,TRAFFIC STOP / ENFORCEMENT,N MAPLE AVE/N 3RD ST,NA,WAR
3/7/2023 12:16AM,230302049,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,207-101 WELCH AVE,NA,UTL
3/6/2023 11:28PM,230302038,SELF,TRAFFIC STOP / ENFORCEMENT,6TH ST/DOUGLAS AVE,NA,WAR
3/6/2023 11:26PM,230302036,PHONE,MISSING PERSON / RUNAWAY,703 BURNETT AVE,23000843,RPT
3/6/2023 11:15PM,230302034,PHONE,RECKLESS DRIVER,STANGE RD/24TH ST,NA,UTL
3/6/2023 11:03PM,230302031,W911,MEDICAL ASSIST/AMBULANCE CALL,2300-211 LINCOLN WAY,NA,NRSP
3/6/2023 10:36PM,230302024,SELF,TRAFFIC STOP / ENFORCEMENT,JACK TRICE WAY/BEACH AVE,NA,WAR
3/6/2023 09:19PM,230302003,PHONE,CIVIL MATTER,613-210 S 17TH ST,NA,ASC
3/6/2023 09:02PM,230301998,W911,DOMESTIC DISPUTE,2730 LUTHER DR,23000842,RPT
3/6/2023 09:01PM,230301997,PHONE,DOMESTIC DISPUTE,2730 LUTHER DR,NA,TOT
3/6/2023 08:07PM,230301988,PHONE,SCAM,803 NORTHWESTERN AVE,23000841,RPT
3/6/2023 07:14PM,230301972,W911,DOMESTIC DISPUTE,1630 CARROLL AVE,23000840,RPT
3/6/2023 07:02PM,230301968,W911,MOTORIST ASSISTANCE,147 MM US HIGHWAY 30 E,NA,UTL
3/6/2023 06:42PM,230301966,PHONE,MEDICAL ASSIST/AMBULANCE CALL,1111 DUFF AVE,NA,NRSP
3/6/2023 06:02PM,230301958,PHONE,CIVIL MATTER,1400-224 COCONINO RD,NA,ASC
3/6/2023 06:00PM,230301956,W911,MEDICAL ASSIST/AMBULANCE CALL,515 DOUGLAS AVE,NA,ASC
3/6/2023 05:18PM,230301946,PHONE,DISORDERLY CONDUCT,209-7 S 5TH ST,NA,ASC
3/6/2023 05:05PM,230301940,PHONE,THEFT / FRAUD / FORGERY,309 MAIN ST,23000837,RPT
3/6/2023 04:25PM,230301935,PHONE,THEFT / FRAUD / FORGERY,832 8TH ST,NA,TOT
