Call Received Date/Time,Incident ID,How Call was Rec'd,Nature Code Description,Location Address,Report Number Assigned to Event,Closing Disposition or Cancel Code
3/30/2023 05:26AM,230309653,SELF,TRAFFIC STOP / ENFORCEMENT,2200-BLK NORTHWESTERN AVE,NA,WAR
3/30/2023 05:22AM,230309652,SELF,TRAFFIC STOP / ENFORCEMENT,301-102 S 16TH ST,NA,WAR
3/30/2023 03:28AM,230309648,PHONE,GENERAL ALARM BANK / RESIDENTI,305 AIRPORT RD,NA,BIL
3/30/2023 03:16AM,230309647,PHONE,DISORDERLY CONDUCT,4700-BLK HUTCHISON ST,NA,UTL
3/30/2023 02:49AM,230309646,PHONE,EQUIPMENT/SIGN MALFUNCTION,SE 16TH ST/S DAYTON AVE,NA,ASC
3/30/2023 02:39AM,230309645,PHONE,CIVIL MATTER,1432 SUMMIT AVE,NA,ASC
3/30/2023 01:57AM,230309643,W911,DISORDERLY CONDUCT,4606-8 ONTARIO ST,23001127,RPT
3/30/2023 12:47AM,230309628,W911,SUSPICIOUS PERSON/VEH/ACTIVITY,220 E 9TH ST,NA,ASC
3/29/2023 11:24PM,230309616,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,129-1 S OAK AVE,NA,ASC
3/29/2023 09:42PM,230309595,PHONE,HARASSMENT,4606-8 ONTARIO ST,NA,ASC
3/29/2023 09:25PM,230309591,PHONE,CITIZEN CONTACT,225 S KELLOGG AVE,NA,ASC
3/29/2023 09:06PM,230309588,SELF,TRAFFIC STOP / ENFORCEMENT,LINCOLN WAY/GRAND AVE,NA,WAR
3/29/2023 08:56PM,230309583,SELF,TRAFFIC STOP / ENFORCEMENT,325 S DUFF AVE,NA,WAR
3/29/2023 08:28PM,230309579,PHONE,DISORDERLY CONDUCT,225 S KELLOGG AVE,NA,ASC
3/29/2023 08:03PM,230309575,SELF,TRAFFIC STOP / ENFORCEMENT,DOUGLAS AVE/13TH ST,NA,WAR
3/29/2023 08:00PM,230309574,PHONE,HIT & RUN PROPERTY DAMAGE,301-101 S 16TH ST,NA,NOR
3/29/2023 07:57PM,230309573,PHONE,RECKLESS DRIVER,146 MM US HIGHWAY 30 W,NA,INFO
3/29/2023 07:38PM,230309571,PHONE,HARASSMENT,3407 LINCOLN WAY,NA,ASC
3/29/2023 07:23PM,230309564,PHONE,ELEVATOR ASSIST,3915 MORTENSEN RD,NA,CBC
3/29/2023 07:04PM,230309558,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1712 E LINCOLN WAY,NA,UTL
3/29/2023 06:57PM,230309555,PHONE,HARASSMENT,3440 GRAND AVE,NA,NOR
3/29/2023 06:44PM,230309552,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1517 NORTHWESTERN AVE,23001125,RPT
3/29/2023 06:42PM,230309551,PHONE,VANDALISM / CRIMINAL MISCHIEF,4014 BAUGHMAN RD,23001126,RPT
3/29/2023 06:42PM,230309550,PHONE,DISORDERLY CONDUCT,407-126 S 5TH ST,NA,ASC
3/29/2023 06:33PM,230309549,PHONE,VANDALISM / CRIMINAL MISCHIEF,600-BLK GARNET DR,23001124,RPT
3/29/2023 06:24PM,230309546,PHONE,DISORDERLY CONDUCT,2610-202 NORTHRIDGE PKWY,23001123,RPT
3/29/2023 06:04PM,230309544,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,1220 WALTON DR,NA,UTL
3/29/2023 05:51PM,230309540,PHONE,THEFT / FRAUD / FORGERY,700 SE 16TH ST,NA,CBC
3/29/2023 05:38PM,230309531,E911,MEDICAL ASSIST/AMBULANCE CALL,2715 CLEVELAND DR,NA,NRSP
3/29/2023 04:52PM,230309521,PHONE,RECKLESS DRIVER,IDAHO AVE/UTAH DR,NA,UTL
3/29/2023 04:48PM,230309519,PHONE,THEFT / FRAUD / FORGERY,515 CLARK AVE,NA,ASC
3/29/2023 04:08PM,230309505,PHONE,MOTOR VEH CRASH/PROP DAMAGE,S DUFF AVE/S 16TH ST,23001122,RPT
3/29/2023 03:46PM,230309495,PHONE,MISSING PERSON / RUNAWAY,E 7TH ST/CRAWFORD AVE,NA,NOR
3/29/2023 03:30PM,230309491,PHONE,MEDICAL ASSIST/AMBULANCE CALL,3300-179 GEORGE W CARVER AVE,NA,NRSP
3/29/2023 03:26PM,230309489,PHONE,ANIMAL CALL,617 E 16TH ST,NA,NOR
3/29/2023 02:54PM,230309479,PHONE,GENERAL ASSAULT,820 MILLER AVE,23001120,RPT
3/29/2023 02:35PM,230309469,WALK,HIT & RUN PROPERTY DAMAGE,3621 LINCOLN WAY,23001119,RPT
3/29/2023 01:57PM,230309455,PHONE,SUSPICIOUS PERSON/VEH/ACTIVITY,3715 EMERALD DR,NA,NAT
3/29/2023 01:00PM,230309445,PHONE,MOTOR VEH CRASH/PROP DAMAGE,1505-102 BUCKEYE AVE,23001118,RPT
3/29/2023 12:23PM,230309439,PHONE,DISORDERLY CONDUCT,812 KELLOGG AVE,NA,NOR
3/29/2023 12:03PM,230309432,PHONE,PRIVATE TOW,1300 GATEWAY HILLS PARK DR,NA,PTOW
3/29/2023 11:24AM,230309420,PHONE,FIRE STRUCTURE,3206-10 LINCOLN WAY,NA,NOR
